feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2273256	2275319	+	WP_002530739.1	WP_002530739.1		bifunctional metallophosphatase/5'-nucleotidase		30769463	PPA_RS13110	2064	687	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2275533	2275781	-						2932933	PPA_RS10540	249		old_locus_tag=PPA2098
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2275533	2275781	-	WP_002530740.1	WP_002530740.1		hypothetical protein		2932933	PPA_RS10540	249	82	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2276025	2276300	-						2932919	PPA_RS10545	276		old_locus_tag=PPA2099
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2276025	2276300	-	WP_009639879.1	WP_009639879.1		ABC transporter ATP-binding protein		2932919	PPA_RS10545	276	91	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2276403	2276558	-						30769464	PPA_RS13115	156		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2276403	2276558	-	WP_002514527.1	WP_002514527.1		ABC transporter ATP-binding protein		30769464	PPA_RS13115	156	51	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2276577	2276873	-						2932920	PPA_RS10550	297		old_locus_tag=PPA2101
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2276577	2276873	-	WP_002514528.1	WP_002514528.1		hypothetical protein		2932920	PPA_RS10550	297	98	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2276870	2277290	-						23324754	PPA_RS10555	421		pseudo
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2276870	2277290	-				hypothetical protein		23324754	PPA_RS10555	421		pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2277224	2277553	-						23324755	PPA_RS10560	330		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2277224	2277553	-	WP_002530742.1	WP_002530742.1		HTH domain-containing protein		23324755	PPA_RS10560	330	109	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2277619	2277984	+						2932979	PPA_RS10565	366		old_locus_tag=PPA2103
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2277619	2277984	+	WP_002530743.1	WP_002530743.1		glyoxalase		2932979	PPA_RS10565	366	121	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2278024	2278341	+						2932969	PPA_RS10570	318		partial;pseudo;old_locus_tag=PPA2104
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2278024	2278341	+				IS481 family transposase		2932969	PPA_RS10570	318		partial;pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2278518	2279537	-						2932970	PPA_RS10575	1020		old_locus_tag=PPA2105
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2278518	2279537	-	WP_002530746.1	WP_002530746.1		triacylglycerol lipase		2932970	PPA_RS10575	1020	339	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2280127	2281629	+						2932944	PPA_RS10580	1503		old_locus_tag=PPA2106
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2280127	2281629	+	WP_011183988.1	WP_011183988.1		endoglycoceramidase		2932944	PPA_RS10580	1503	500	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2281998	2282435	-						2932946	PPA_RS10585	438		old_locus_tag=PPA2107
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2281998	2282435	-	WP_002530748.1	WP_002530748.1		hypothetical protein		2932946	PPA_RS10585	438	145	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2282705	2283520	+						2932947	PPA_RS10590	816		old_locus_tag=PPA2108
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2282705	2283520	+	WP_002530749.1	WP_002530749.1		hypothetical protein		2932947	PPA_RS10590	816	271	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2283696	2284028	-						23324756	PPA_RS10595	333		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2283696	2284028	-	WP_041444231.1	WP_041444231.1		hypothetical protein		23324756	PPA_RS10595	333	110	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2284487	2284963	+						2932955	PPA_RS10600	477		old_locus_tag=PPA2110
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2284487	2284963	+	WP_007400997.1	WP_007400997.1		low molecular weight phosphotyrosine protein phosphatase		2932955	PPA_RS10600	477	158	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2285027	2286121	+						2932900	PPA_RS10605	1095		old_locus_tag=PPA2111
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2285027	2286121	+	WP_002530752.1	WP_002530752.1		hypothetical protein		2932900	PPA_RS10605	1095	364	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2286118	2286816	+						2932901	PPA_RS10610	699		old_locus_tag=PPA2112
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2286118	2286816	+	WP_002530753.1	WP_002530753.1		DNA-binding response regulator		2932901	PPA_RS10610	699	232	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2286867	2288243	+						2932826	PPA_RS10615	1377		old_locus_tag=PPA2113
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2286867	2288243	+	WP_002530754.1	WP_002530754.1		sensor histidine kinase		2932826	PPA_RS10615	1377	458	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2288396	2289310	+						30769465	PPA_RS13120	915		old_locus_tag=PPA2114
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2288396	2289310	+	WP_002530755.1	WP_002530755.1		asparaginase		30769465	PPA_RS13120	915	304	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2289317	2289916	-						2932607	PPA_RS10630	600		old_locus_tag=PPA2115
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2289317	2289916	-	WP_002530756.1	WP_002530756.1		isopentenyl-diphosphate Delta-isomerase		2932607	PPA_RS10630	600	199	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2290050	2291243	+						2932671	PPA_RS10635	1194		old_locus_tag=PPA2116
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2290050	2291243	+	WP_002530757.1	WP_002530757.1		serine protease		2932671	PPA_RS10635	1194	397	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2291150	2291458	-						30769466	PPA_RS13125	309		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2291150	2291458	-	WP_073885321.1	WP_073885321.1		hypothetical protein		30769466	PPA_RS13125	309	102	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2291457	2291735	+						2932796	PPA_RS10640	279		old_locus_tag=PPA2117
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2291457	2291735	+	WP_002535539.1	WP_002535539.1		hypothetical protein		2932796	PPA_RS10640	279	92	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2291788	2292888	+						2932783	PPA_RS10645	1101		old_locus_tag=PPA2118
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2291788	2292888	+	WP_002530758.1	WP_002530758.1		NADH:flavin oxidoreductase/NADH oxidase		2932783	PPA_RS10645	1101	366	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2292964	2293188	+						2932784	PPA_RS10650	225		old_locus_tag=PPA2119
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2292964	2293188	+	WP_002514547.1	WP_002514547.1		hypothetical protein		2932784	PPA_RS10650	225	74	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2293195	2294427	+						2932768	PPA_RS10655	1233		old_locus_tag=PPA2120
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2293195	2294427	+	WP_002530759.1	WP_002530759.1		MFS transporter		2932768	PPA_RS10655	1233	410	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2294877	2297447	+						2932679	PPA_RS10660	2571		old_locus_tag=PPA2121
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2294877	2297447	+	WP_002514549.1	WP_002514549.1		ribonucleoside-diphosphate reductase subunit alpha		2932679	PPA_RS10660	2571	856	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2297482	2298468	+						2932680	PPA_RS10665	987		old_locus_tag=PPA2122
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2297482	2298468	+	WP_002514550.1	WP_002514550.1		ribonucleotide-diphosphate reductase subunit beta		2932680	PPA_RS10665	987	328	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2298656	2298928	-						23324759	PPA_RS10670	273		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2298656	2298928	-	WP_002518199.1	WP_002518199.1		hypothetical protein		23324759	PPA_RS10670	273	90	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2298866	2299078	+						30769467	PPA_RS13130	213		old_locus_tag=PPA2123
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2298866	2299078	+	WP_002520735.1	WP_002520735.1		hypothetical protein		30769467	PPA_RS13130	213	70	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2298993	2299187	+						23324760	PPA_RS10675	195		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2298993	2299187	+	WP_002532528.1	WP_002532528.1		hypothetical protein		23324760	PPA_RS10675	195	64	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2299238	2300320	+						2933216	PPA_RS10685	1083		old_locus_tag=PPA2125
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2299238	2300320	+	WP_007401162.1	WP_007401162.1		ROK family transcriptional regulator		2933216	PPA_RS10685	1083	360	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2300494	2301105	+						2933221	PPA_RS10690	612		old_locus_tag=PPA2126
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2300494	2301105	+	WP_011183993.1	WP_011183993.1		membrane protein		2933221	PPA_RS10690	612	203	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2301156	2301281	-						23324762	PPA_RS10695	126		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2301156	2301281	-	WP_002514554.1	WP_002514554.1		50S ribosomal protein L36		23324762	PPA_RS10695	126	41	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2301476	2301622	-						23324763	PPA_RS10700	147		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2301476	2301622	-	WP_002530762.1	WP_002530762.1		hypothetical protein		23324763	PPA_RS10700	147	48	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2301738	2301971	+						30769468	PPA_RS13135	234		old_locus_tag=PPA2366
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2301738	2301971	+	WP_002530763.1	WP_002530763.1		hypothetical protein		30769468	PPA_RS13135	234	77	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2302295	2303528	+						2933198	PPA_RS10705	1234		pseudo;old_locus_tag=PPA2127
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2302295	2303528	+				adhesin		2933198	PPA_RS10705	1234		pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2303771	2305441	-						2932484	PPA_RS10710	1671		old_locus_tag=PPA2128
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2303771	2305441	-	WP_011183995.1	WP_011183995.1		arginine--tRNA ligase		2932484	PPA_RS10710	1671	556	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2305576	2306397	+						2932485	PPA_RS10715	822		old_locus_tag=PPA2129
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2305576	2306397	+	WP_002514559.1	WP_002514559.1		aldo/keto reductase		2932485	PPA_RS10715	822	273	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2306464	2307084	-						2932479	PPA_RS10720	621		old_locus_tag=PPA2130
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2306464	2307084	-	WP_002530767.1	WP_002530767.1		membrane protein		2932479	PPA_RS10720	621	206	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2307071	2307268	+						30769469	PPA_RS13140	198		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2307071	2307268	+	WP_073885350.1	WP_073885350.1		hypothetical protein		30769469	PPA_RS13140	198	65	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2307646	2309328	-						2932472	PPA_RS10725	1683		old_locus_tag=PPA2131
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2307646	2309328	-	WP_002530768.1	WP_002530768.1		glucose-6-phosphate isomerase		2932472	PPA_RS10725	1683	560	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2309577	2310395	+						2932465	PPA_RS10730	819		old_locus_tag=PPA2132
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2309577	2310395	+	WP_002530769.1	WP_002530769.1		hypothetical protein		2932465	PPA_RS10730	819	272	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2310420	2311085	-						2932466	PPA_RS10735	666		old_locus_tag=PPA2133
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2310420	2311085	-	WP_002530770.1	WP_002530770.1		aldolase		2932466	PPA_RS10735	666	221	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2311254	2311784	+						2932458	PPA_RS10740	531		old_locus_tag=PPA2134
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2311254	2311784	+	WP_002530771.1	WP_002530771.1		DNA starvation/stationary phase protection protein		2932458	PPA_RS10740	531	176	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2311939	2314530	+						2932450	PPA_RS10745	2592		old_locus_tag=PPA2135
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2311939	2314530	+	WP_041444196.1	WP_041444196.1		DUF3516 domain-containing protein		2932450	PPA_RS10745	2592	863	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2314545	2315060	-						2932451	PPA_RS10750	516		old_locus_tag=PPA2136
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2314545	2315060	-	WP_002516264.1	WP_002516264.1		anaerobic ribonucleoside-triphosphate reductase activating protein		2932451	PPA_RS10750	516	171	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2315057	2317399	-						2932444	PPA_RS10755	2343		old_locus_tag=PPA2137
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2315057	2317399	-	WP_002530773.1	WP_002530773.1		anaerobic ribonucleoside-triphosphate reductase		2932444	PPA_RS10755	2343	780	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2317855	2318316	+						2932439	PPA_RS10760	462		old_locus_tag=PPA2138
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2317855	2318316	+	WP_002522607.1	WP_002522607.1		YbhB/YbcL family Raf kinase inhibitor-like protein		2932439	PPA_RS10760	462	153	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2318549	2319613	+						2932432	PPA_RS10765	1065		old_locus_tag=PPA2139
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2318549	2319613	+	WP_002519704.1	WP_002519704.1		cutinase family protein		2932432	PPA_RS10765	1065	354	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2319619	2320317	-						2932433	PPA_RS10770	699		old_locus_tag=PPA2140
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2319619	2320317	-	WP_002514571.1	WP_002514571.1		membrane protein		2932433	PPA_RS10770	699	232	
gene	tRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2320457	2320542	+						2932426	PPA_RS10775	86		old_locus_tag=PPA2456
tRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2320457	2320542	+				tRNA-Leu		2932426	PPA_RS10775	86		anticodon=CAG
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2320819	2321400	+						2932419	PPA_RS10780	582		old_locus_tag=PPA2141
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2320819	2321400	+	WP_002514572.1	WP_002514572.1		hypothetical protein		2932419	PPA_RS10780	582	193	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2321679	2322800	+						2932413	PPA_RS10785	1122		old_locus_tag=PPA2142
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2321679	2322800	+	WP_002514573.1	WP_002514573.1		lysophospholipase		2932413	PPA_RS10785	1122	373	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2322990	2324483	+						2932409	PPA_RS10790	1494		old_locus_tag=PPA2143
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2322990	2324483	+	WP_002516237.1	WP_002516237.1		polysaccharide deacetylase family protein		2932409	PPA_RS10790	1494	497	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2324480	2325340	+						2932410	PPA_RS10795	861		old_locus_tag=PPA2144
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2324480	2325340	+	WP_002516297.1	WP_002516297.1		TIGR03943 family protein		2932410	PPA_RS10795	861	286	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2325337	2326260	+						2932404	PPA_RS10800	924		old_locus_tag=PPA2145
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2325337	2326260	+	WP_002516276.1	WP_002516276.1		hypothetical protein		2932404	PPA_RS10800	924	307	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2326494	2326673	-						30769470	PPA_RS13145	180		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2326494	2326673	-	WP_002519528.1	WP_002519528.1		hypothetical protein		30769470	PPA_RS13145	180	59	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2326735	2327973	+						2932396	PPA_RS10805	1239		old_locus_tag=PPA2146
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2326735	2327973	+	WP_002530774.1	WP_002530774.1		polysaccharide deacetylase family protein		2932396	PPA_RS10805	1239	412	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2328008	2329885	-						2932397	PPA_RS10810	1878		old_locus_tag=PPA2147
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2328008	2329885	-	WP_002519708.1	WP_002519708.1		murein biosynthesis integral membrane protein MurJ		2932397	PPA_RS10810	1878	625	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2329842	2331116	-						2932393	PPA_RS10815	1275		old_locus_tag=PPA2148
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2329842	2331116	-	WP_002514581.1	WP_002514581.1		aspartate kinase		2932393	PPA_RS10815	1275	424	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2331304	2333847	+						2932386	PPA_RS10820	2544		old_locus_tag=PPA2149
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2331304	2333847	+	WP_002530775.1	WP_002530775.1		penicillin-binding protein		2932386	PPA_RS10820	2544	847	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2333849	2334763	+						2932378	PPA_RS10825	915		old_locus_tag=PPA2150
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2333849	2334763	+	WP_002519532.1	WP_002519532.1		metallophosphoesterase		2932378	PPA_RS10825	915	304	
gene	tRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2334843	2334919	+						2932379	PPA_RS10830	77		old_locus_tag=PPA2457
tRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2334843	2334919	+				tRNA-Pro		2932379	PPA_RS10830	77		anticodon=CGG
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2335131	2335670	+						2932369	PPA_RS10835	540		old_locus_tag=PPA2151
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2335131	2335670	+	WP_002516283.1	WP_002516283.1		type 1 glutamine amidotransferase		2932369	PPA_RS10835	540	179	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2335970	2337637	+						2932358	PPA_RS10840	1668		old_locus_tag=PPA2152
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2335970	2337637	+	WP_002526132.1	WP_002526132.1		ABC transporter substrate-binding protein		2932358	PPA_RS10840	1668	555	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2337710	2338633	+						2932353	PPA_RS10845	924		old_locus_tag=PPA2153
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2337710	2338633	+	WP_002518178.1	WP_002518178.1		ABC transporter permease		2932353	PPA_RS10845	924	307	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2338626	2339597	+						2932347	PPA_RS10850	972		old_locus_tag=PPA2154
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2338626	2339597	+	WP_002516216.1	WP_002516216.1		ABC transporter permease		2932347	PPA_RS10850	972	323	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2339643	2340644	+						2932348	PPA_RS10855	1002		old_locus_tag=PPA2155
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2339643	2340644	+	WP_002516303.1	WP_002516303.1		ABC transporter ATP-binding protein		2932348	PPA_RS10855	1002	333	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2340634	2341695	+						2932344	PPA_RS10860	1062		old_locus_tag=PPA2156
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2340634	2341695	+	WP_002530776.1	WP_002530776.1		dipeptide ABC transporter ATP-binding protein		2932344	PPA_RS10860	1062	353	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2341923	2342168	-						2932339	PPA_RS10865	246		old_locus_tag=PPA2157
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2341923	2342168	-	WP_002516274.1	WP_002516274.1		50S ribosomal protein L31 type B		2932339	PPA_RS10865	246	81	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2342265	2342501	+						2932340	PPA_RS10870	237		old_locus_tag=PPA2158
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2342265	2342501	+	WP_002514593.1	WP_002514593.1		50S ribosomal protein L28		2932340	PPA_RS10870	237	78	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2342501	2342671	+						2932334	PPA_RS10875	171		old_locus_tag=PPA2160
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2342501	2342671	+	WP_002514594.1	WP_002514594.1		50S ribosomal protein L33		2932334	PPA_RS10875	171	56	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2342671	2342976	+						2932330	PPA_RS10880	306		old_locus_tag=PPA2161
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2342671	2342976	+	WP_002516294.1	WP_002516294.1		30S ribosomal protein S14		2932330	PPA_RS10880	306	101	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2342981	2343151	+						2932326	PPA_RS10885	171		old_locus_tag=PPA2162
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2342981	2343151	+	WP_002514596.1	WP_002514596.1		50S ribosomal protein L32		2932326	PPA_RS10885	171	56	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2343229	2343594	+						2932327	PPA_RS10890	366		old_locus_tag=PPA2163
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2343229	2343594	+	WP_002519535.1	WP_002519535.1		peptidyl-prolyl cis-trans isomerase		2932327	PPA_RS10890	366	121	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2343607	2345478	-						2932323	PPA_RS10895	1872		old_locus_tag=PPA2164
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2343607	2345478	-	WP_041444232.1	WP_041444232.1		beta-N-acetylglucosaminidase		2932323	PPA_RS10895	1872	623	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2345533	2345769	+						30769471	PPA_RS13150	237		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2345533	2345769	+	WP_073885328.1	WP_073885328.1		hypothetical protein		30769471	PPA_RS13150	237	78	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2345715	2346149	+						2932317	PPA_RS10900	435		old_locus_tag=PPA2165
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2345715	2346149	+	WP_002530777.1	WP_002530777.1		urocanate hydratase		2932317	PPA_RS10900	435	144	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2346165	2347742	+						2932318	PPA_RS10905	1578		old_locus_tag=PPA2166
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2346165	2347742	+	WP_075260276.1	WP_075260276.1		urocanate hydratase		2932318	PPA_RS10905	1578	525	
